model,talkingheads

platform,pocket
inference_time,4.4121010303497314,4.5998334884643555,4.278300762176514,4.32731032371521,4.299461126327515
cputime.total,676549347,687638028,690217942,688576977,744416123
cputime.user,676549347,687638028,690217942,688576977,744416123
cputime.sys,0,0,0,0,0
memory.max_usage,27856896,27742208,27332608,27013120,26943488
memory.memsw.max_usage,27856896,27742208,27332608,27013120,26943488
memory.stat.pgfault,9240,9306,9174,9372,9108
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

platform,pocket-static
inference_time,4.595474720001221,4.218224287033081,4.567387104034424,4.275108337402344,4.299792289733887
cputime.total,725196137,692840600,705719017,802410208,777436208
cputime.user,725196137,692840600,705719017,802410208,777436208
cputime.sys,0,0,0,0,0
memory.max_usage,28336128,27209728,27942912,28082176,28041216
memory.memsw.max_usage,28336128,27209728,27942912,28082176,28041216
memory.stat.pgfault,9306,9207,9273,9240,9240
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

platform,pocket-static-none
inference_time,23.510121822357178,24.23443579673767,23.38726496696472,23.086665391921997,23.845317363739014
cputime.total,846037871,664453084,683487037,694237767,594267422
cputime.user,846037871,664453084,683487037,694237767,594267422
cputime.sys,0,0,0,0,0
memory.max_usage,28741632,27594752,28135424,27983872,27918336
memory.memsw.max_usage,28741632,27594752,28135424,27983872,27918336
memory.stat.pgfault,9306,9207,9240,9339,9339
memory.stat.pgmajfault,0,0,0,0,0
memory.failcnt,0,0,0,0,0

platform,monolithic
inference_time,8.284079313278198,9.502555847167969,9.005476713180542,9.405467987060547
cputime.total,66653601762,69190127360,65994560942,67597090896
cputime.user,66653601762,69190127360,65994560942,67597090896
cputime.sys,0,0,0,0
memory.max_usage,2216550400,2210693120,2251980800,2198540288
memory.memsw.max_usage,2216550400,2210693120,2251980800,2198540288
memory.stat.pgfault,1363626,1882320,921888,1479885
memory.stat.pgmajfault,0,0,0,0
memory.failcnt,0,0,0,0

